fotograma,tipo_objeto,confianza,identificador_tracking,x1,y1,x2,y2,matricula,confianza_matricula,mx1,my1,mx2,my2,texto_matricula
128,car,0.737,10,1430,321,1519,384,,0.0,0,0,0,0,
128,person,0.815,11,136,242,229,476,,0.0,0,0,0,0,
129,bus,0.596,1,1285,241,1415,371,,0.0,0,0,0,0,
129,car,0.746,10,1430,321,1519,384,,0.0,0,0,0,0,
129,person,0.832,11,144,242,233,473,,0.0,0,0,0,0,
129,truck,0.546,13,1286,240,1415,370,,0.0,0,0,0,0,
129,car,0.47,14,1403,322,1450,375,,0.0,0,0,0,0,
129,car,0.504,2,1250,314,1288,348,,0.0,0,0,0,0,
130,bus,0.515,1,1284,241,1414,371,,0.0,0,0,0,0,
130,car,0.728,10,1430,321,1519,384,,0.0,0,0,0,0,
130,person,0.819,11,152,243,235,471,,0.0,0,0,0,0,
130,truck,0.612,13,1285,240,1415,370,,0.0,0,0,0,0,
130,car,0.491,14,1403,322,1450,376,,0.0,0,0,0,0,
130,car,0.483,2,1250,314,1287,347,,0.0,0,0,0,0,
131,bus,0.706,1,1285,242,1413,371,,0.0,0,0,0,0,
131,car,0.72,10,1430,321,1519,383,,0.0,0,0,0,0,
131,person,0.816,11,159,245,241,469,,0.0,0,0,0,0,
131,truck,0.471,13,1285,240,1414,370,,0.0,0,0,0,0,
131,car,0.446,14,1398,322,1449,375,,0.0,0,0,0,0,
131,car,0.44,2,1250,315,1286,347,,0.0,0,0,0,0,
132,bus,0.772,1,1285,243,1412,370,,0.0,0,0,0,0,
132,car,0.736,10,1430,321,1519,384,,0.0,0,0,0,0,
132,person,0.845,11,165,242,245,469,,0.0,0,0,0,0,
132,car,0.447,14,1400,321,1449,375,,0.0,0,0,0,0,
132,car,0.421,2,1249,315,1287,347,,0.0,0,0,0,0,
133,bus,0.742,1,1285,244,1410,370,,0.0,0,0,0,0,
133,car,0.742,10,1430,320,1519,385,,0.0,0,0,0,0,
133,person,0.807,11,170,240,250,467,,0.0,0,0,0,0,
133,car,0.464,14,1398,321,1448,375,,0.0,0,0,0,0,
134,bus,0.592,1,1284,245,1410,369,,0.0,0,0,0,0,
134,car,0.744,10,1430,320,1518,385,,0.0,0,0,0,0,
134,person,0.846,11,176,240,259,467,,0.0,0,0,0,0,
134,car,0.46,14,1397,321,1449,375,,0.0,0,0,0,0,
134,car,0.428,2,1240,315,1285,346,,0.0,0,0,0,0,
135,bus,0.732,1,1284,245,1408,369,,0.0,0,0,0,0,
135,car,0.752,10,1429,321,1517,384,,0.0,0,0,0,0,
135,person,0.816,11,181,244,271,467,,0.0,0,0,0,0,
135,car,0.479,14,1397,321,1450,374,,0.0,0,0,0,0,
135,car,0.432,2,1239,316,1285,346,,0.0,0,0,0,0,
136,bus,0.774,1,1284,245,1407,368,,0.0,0,0,0,0,
136,car,0.744,10,1429,321,1516,384,,0.0,0,0,0,0,
136,person,0.859,11,187,244,278,467,,0.0,0,0,0,0,
136,car,0.46,14,1398,321,1450,373,,0.0,0,0,0,0,
136,car,0.406,2,1239,316,1285,347,,0.0,0,0,0,0,
137,bus,0.673,1,1283,245,1407,368,,0.0,0,0,0,0,
137,car,0.744,10,1429,321,1516,384,,0.0,0,0,0,0,
137,person,0.837,11,190,245,283,467,,0.0,0,0,0,0,
137,car,0.441,14,1397,321,1450,373,,0.0,0,0,0,0,
137,car,0.407,2,1237,317,1284,347,,0.0,0,0,0,0,
138,bus,0.761,1,1282,245,1406,368,,0.0,0,0,0,0,
138,car,0.735,10,1429,321,1516,384,,0.0,0,0,0,0,
138,person,0.825,11,193,251,286,467,,0.0,0,0,0,0,
138,car,0.406,14,1396,321,1449,371,,0.0,0,0,0,0,
138,car,0.439,2,1236,317,1283,346,,0.0,0,0,0,0,
139,bus,0.817,1,1282,246,1403,367,,0.0,0,0,0,0,
139,car,0.739,10,1428,321,1515,384,,0.0,0,0,0,0,
139,person,0.85,11,196,252,289,467,,0.0,0,0,0,0,
139,car,0.538,2,1236,317,1282,345,,0.0,0,0,0,0,
140,bus,0.843,1,1282,247,1401,367,,0.0,0,0,0,0,
140,car,0.746,10,1428,321,1516,384,,0.0,0,0,0,0,
140,person,0.829,11,198,251,290,466,,0.0,0,0,0,0,
140,car,0.567,2,1236,316,1282,345,,0.0,0,0,0,0,
141,bus,0.839,1,1282,247,1400,367,,0.0,0,0,0,0,
141,car,0.725,10,1427,321,1516,384,,0.0,0,0,0,0,
141,person,0.841,11,202,248,290,467,,0.0,0,0,0,0,
141,car,0.516,2,1236,317,1281,344,,0.0,0,0,0,0,
141,car,0.438,14,1391,323,1433,362,,0.0,0,0,0,0,
142,bus,0.77,1,1280,247,1398,366,,0.0,0,0,0,0,
142,car,0.701,10,1427,322,1512,383,,0.0,0,0,0,0,
142,person,0.854,11,208,245,291,466,,0.0,0,0,0,0,
142,car,0.52,2,1236,318,1279,344,,0.0,0,0,0,0,
142,car,0.404,14,1389,323,1429,361,,0.0,0,0,0,0,
143,bus,0.755,1,1277,248,1397,366,,0.0,0,0,0,0,
143,car,0.658,10,1427,322,1506,383,,0.0,0,0,0,0,
143,person,0.858,11,215,247,291,463,,0.0,0,0,0,0,
143,car,0.523,2,1235,317,1276,344,,0.0,0,0,0,0,
143,car,0.434,14,1389,323,1427,360,,0.0,0,0,0,0,
144,bus,0.722,1,1277,248,1395,366,,0.0,0,0,0,0,
144,car,0.665,10,1426,322,1506,384,,0.0,0,0,0,0,
144,person,0.849,11,222,246,293,461,,0.0,0,0,0,0,
144,car,0.536,2,1236,316,1276,344,,0.0,0,0,0,0,
144,car,0.444,14,1388,323,1427,361,,0.0,0,0,0,0,
145,bus,0.726,1,1276,249,1393,367,,0.0,0,0,0,0,
145,car,0.66,10,1425,322,1509,384,,0.0,0,0,0,0,
145,person,0.828,11,229,245,296,459,,0.0,0,0,0,0,
145,car,0.577,2,1237,316,1276,345,,0.0,0,0,0,0,
145,car,0.458,14,1387,323,1427,361,,0.0,0,0,0,0,
145,truck,0.468,17,1276,247,1394,367,,0.0,0,0,0,0,
146,bus,0.694,1,1276,248,1393,366,,0.0,0,0,0,0,
146,car,0.653,10,1425,322,1508,384,,0.0,0,0,0,0,
146,person,0.839,11,233,243,297,458,,0.0,0,0,0,0,
146,car,0.509,2,1237,317,1276,345,,0.0,0,0,0,0,
146,car,0.415,14,1387,323,1427,361,,0.0,0,0,0,0,
146,truck,0.48,17,1276,247,1393,366,,0.0,0,0,0,0,
147,bus,0.749,1,1274,249,1392,366,,0.0,0,0,0,0,
147,car,0.656,10,1425,322,1502,383,,0.0,0,0,0,0,
147,person,0.848,11,236,243,305,459,,0.0,0,0,0,0,
147,car,0.487,2,1236,318,1274,344,,0.0,0,0,0,0,
147,car,0.415,14,1387,323,1427,360,,0.0,0,0,0,0,
147,truck,0.444,17,1274,248,1392,366,,0.0,0,0,0,0,
148,bus,0.718,1,1273,249,1391,365,,0.0,0,0,0,0,
148,car,0.66,10,1425,322,1501,383,,0.0,0,0,0,0,
148,person,0.874,11,239,242,310,459,,0.0,0,0,0,0,
148,car,0.508,2,1235,317,1273,344,,0.0,0,0,0,0,
148,car,0.493,14,1386,323,1426,360,,0.0,0,0,0,0,
148,truck,0.474,17,1273,248,1392,366,,0.0,0,0,0,0,
149,bus,0.748,1,1273,249,1389,364,,0.0,0,0,0,0,
149,car,0.661,10,1425,322,1499,383,,0.0,0,0,0,0,
149,person,0.869,11,239,243,312,459,,0.0,0,0,0,0,
149,car,0.505,2,1235,317,1273,344,,0.0,0,0,0,0,
149,car,0.522,14,1385,323,1426,360,,0.0,0,0,0,0,
149,truck,0.473,17,1273,248,1390,365,,0.0,0,0,0,0,
150,bus,0.782,1,1273,250,1388,364,,0.0,0,0,0,0,
150,car,0.655,10,1425,323,1497,383,,0.0,0,0,0,0,
150,person,0.872,11,240,243,316,459,,0.0,0,0,0,0,
150,car,0.473,2,1235,316,1273,344,,0.0,0,0,0,0,
150,car,0.542,14,1384,323,1426,360,,0.0,0,0,0,0,
150,truck,0.428,17,1273,249,1389,365,,0.0,0,0,0,0,
151,bus,0.754,1,1273,250,1387,363,,0.0,0,0,0,0,
151,car,0.654,10,1425,323,1495,383,,0.0,0,0,0,0,
151,person,0.862,11,241,244,321,459,,0.0,0,0,0,0,
151,car,0.487,2,1235,315,1273,344,,0.0,0,0,0,0,
151,car,0.539,14,1384,323,1426,360,,0.0,0,0,0,0,
151,truck,0.436,17,1272,249,1387,364,,0.0,0,0,0,0,
152,bus,0.763,1,1272,250,1385,363,,0.0,0,0,0,0,
152,car,0.654,10,1425,323,1494,383,,0.0,0,0,0,0,
152,person,0.864,11,242,245,326,458,,0.0,0,0,0,0,
152,car,0.541,14,1383,324,1425,360,,0.0,0,0,0,0,
152,truck,0.444,17,1272,249,1386,364,,0.0,0,0,0,0,
153,bus,0.827,1,1271,250,1385,363,,0.0,0,0,0,0,
153,car,0.647,10,1425,324,1494,383,,0.0,0,0,0,0,
153,person,0.847,11,244,249,330,458,,0.0,0,0,0,0,
153,car,0.54,14,1382,324,1425,360,,0.0,0,0,0,0,
154,bus,0.833,1,1271,251,1384,362,,0.0,0,0,0,0,
154,car,0.637,10,1424,324,1492,382,,0.0,0,0,0,0,
154,person,0.846,11,247,250,333,457,,0.0,0,0,0,0,
154,car,0.521,14,1381,324,1423,360,,0.0,0,0,0,0,
155,bus,0.84,1,1271,251,1383,362,,0.0,0,0,0,0,
155,car,0.649,10,1425,324,1494,383,,0.0,0,0,0,0,
155,person,0.843,11,252,249,334,457,,0.0,0,0,0,0,
155,car,0.543,14,1380,324,1424,360,,0.0,0,0,0,0,
156,bus,0.776,1,1269,251,1382,362,,0.0,0,0,0,0,
156,car,0.607,10,1425,324,1496,383,,0.0,0,0,0,0,
156,person,0.831,11,258,249,336,455,,0.0,0,0,0,0,
156,car,0.528,14,1379,324,1424,360,,0.0,0,0,0,0,
156,car,0.418,2,1233,318,1271,343,,0.0,0,0,0,0,
157,bus,0.843,1,1269,251,1382,362,,0.0,0,0,0,0,
157,car,0.597,10,1425,324,1499,383,,0.0,0,0,0,0,
157,person,0.862,11,266,250,342,454,,0.0,0,0,0,0,
157,car,0.515,14,1378,324,1424,361,,0.0,0,0,0,0,
157,car,0.448,2,1233,318,1270,343,,0.0,0,0,0,0,
158,bus,0.851,1,1268,251,1381,362,,0.0,0,0,0,0,
158,car,0.595,10,1426,324,1500,383,,0.0,0,0,0,0,
158,person,0.858,11,275,247,347,453,,0.0,0,0,0,0,
158,car,0.486,14,1377,325,1423,360,,0.0,0,0,0,0,
158,car,0.519,2,1233,318,1270,343,,0.0,0,0,0,0,
159,bus,0.865,1,1267,252,1379,362,,0.0,0,0,0,0,
159,car,0.602,10,1426,323,1500,383,,0.0,0,0,0,0,
159,person,0.865,11,282,244,350,453,,0.0,0,0,0,0,
159,car,0.502,14,1376,325,1422,360,,0.0,0,0,0,0,
159,car,0.518,2,1234,318,1270,343,,0.0,0,0,0,0,
160,bus,0.844,1,1267,252,1378,361,,0.0,0,0,0,0,
160,car,0.607,10,1426,323,1500,383,,0.0,0,0,0,0,
160,person,0.847,11,288,243,353,453,,0.0,0,0,0,0,
160,car,0.496,14,1376,325,1421,360,,0.0,0,0,0,0,
160,car,0.522,2,1234,318,1270,343,,0.0,0,0,0,0,
160,car,0.424,18,1373,325,1401,356,,0.0,0,0,0,0,
161,bus,0.853,1,1266,253,1376,361,,0.0,0,0,0,0,
161,car,0.615,10,1426,323,1503,383,,0.0,0,0,0,0,
161,person,0.852,11,292,251,357,452,,0.0,0,0,0,0,
161,car,0.498,14,1377,325,1422,360,,0.0,0,0,0,0,
161,car,0.465,2,1234,318,1268,342,,0.0,0,0,0,0,
161,car,0.431,18,1372,324,1401,356,,0.0,0,0,0,0,
162,bus,0.836,1,1266,253,1374,361,,0.0,0,0,0,0,
162,car,0.608,10,1426,323,1503,383,,0.0,0,0,0,0,
162,person,0.805,11,294,254,366,451,,0.0,0,0,0,0,
162,car,0.49,14,1378,324,1422,360,,0.0,0,0,0,0,
162,car,0.411,18,1372,325,1400,356,,0.0,0,0,0,0,
163,bus,0.849,1,1266,253,1374,361,,0.0,0,0,0,0,
163,car,0.604,10,1425,324,1501,383,,0.0,0,0,0,0,
163,person,0.781,11,298,255,374,451,,0.0,0,0,0,0,
163,car,0.465,14,1380,325,1423,360,,0.0,0,0,0,0,
163,car,0.423,18,1371,325,1400,356,,0.0,0,0,0,0,
164,bus,0.858,1,1267,253,1373,361,,0.0,0,0,0,0,
164,car,0.612,10,1426,324,1500,383,,0.0,0,0,0,0,
164,person,0.8,11,301,257,380,451,,0.0,0,0,0,0,
164,car,0.458,14,1380,325,1423,360,,0.0,0,0,0,0,
164,car,0.453,18,1370,325,1400,356,,0.0,0,0,0,0,
165,bus,0.83,1,1266,253,1371,360,,0.0,0,0,0,0,
165,car,0.62,10,1426,323,1502,383,,0.0,0,0,0,0,
165,person,0.819,11,304,253,384,451,,0.0,0,0,0,0,
165,car,0.438,14,1381,325,1423,360,,0.0,0,0,0,0,
165,car,0.436,18,1370,325,1399,356,,0.0,0,0,0,0,
166,bus,0.827,1,1265,253,1370,360,,0.0,0,0,0,0,
166,car,0.633,10,1426,323,1506,384,,0.0,0,0,0,0,
166,person,0.857,11,306,254,385,451,,0.0,0,0,0,0,
166,car,0.443,14,1383,325,1424,360,,0.0,0,0,0,0,
166,car,0.464,18,1369,325,1400,356,,0.0,0,0,0,0,
167,bus,0.824,1,1265,254,1368,359,,0.0,0,0,0,0,
167,car,0.636,10,1426,323,1507,384,,0.0,0,0,0,0,
167,person,0.874,11,308,253,388,451,,0.0,0,0,0,0,
167,car,0.437,14,1385,325,1424,360,,0.0,0,0,0,0,
167,car,0.488,18,1368,324,1400,357,,0.0,0,0,0,0,
168,bus,0.812,1,1264,254,1367,358,,0.0,0,0,0,0,
168,car,0.648,10,1426,323,1509,384,,0.0,0,0,0,0,
168,person,0.818,11,311,255,389,450,,0.0,0,0,0,0,
168,car,0.434,14,1385,325,1424,360,,0.0,0,0,0,0,
168,car,0.504,18,1367,324,1400,356,,0.0,0,0,0,0,
169,bus,0.824,1,1264,254,1367,358,,0.0,0,0,0,0,
169,car,0.65,10,1427,322,1509,384,,0.0,0,0,0,0,
169,person,0.824,11,313,254,390,450,,0.0,0,0,0,0,
169,car,0.436,14,1386,326,1425,361,,0.0,0,0,0,0,
169,car,0.545,18,1365,323,1400,357,,0.0,0,0,0,0,
170,bus,0.817,1,1263,255,1366,357,,0.0,0,0,0,0,
170,car,0.653,10,1427,322,1509,384,,0.0,0,0,0,0,
170,person,0.839,11,318,252,392,449,,0.0,0,0,0,0,
170,car,0.443,14,1387,326,1425,361,,0.0,0,0,0,0,
170,car,0.584,18,1364,323,1400,357,,0.0,0,0,0,0,
171,bus,0.874,1,1262,256,1365,357,,0.0,0,0,0,0,
171,car,0.648,10,1426,322,1509,384,,0.0,0,0,0,0,
171,person,0.869,11,325,253,395,447,,0.0,0,0,0,0,
171,car,0.435,14,1387,326,1425,361,,0.0,0,0,0,0,
171,car,0.6,18,1363,323,1399,358,,0.0,0,0,0,0,
172,bus,0.874,1,1262,256,1363,357,,0.0,0,0,0,0,
172,car,0.639,10,1426,323,1509,384,,0.0,0,0,0,0,
172,person,0.868,11,332,252,397,446,,0.0,0,0,0,0,
172,car,0.438,14,1387,326,1425,361,,0.0,0,0,0,0,
172,car,0.605,18,1362,323,1399,358,,0.0,0,0,0,0,
173,bus,0.869,1,1262,256,1361,357,,0.0,0,0,0,0,
173,car,0.637,10,1426,323,1508,384,,0.0,0,0,0,0,
173,person,0.831,11,338,253,398,445,,0.0,0,0,0,0,
173,car,0.454,14,1387,326,1425,361,,0.0,0,0,0,0,
173,car,0.611,18,1362,323,1399,358,,0.0,0,0,0,0,
174,bus,0.864,1,1262,256,1360,357,,0.0,0,0,0,0,
174,car,0.634,10,1426,323,1508,384,,0.0,0,0,0,0,
174,person,0.811,11,341,254,400,445,,0.0,0,0,0,0,
174,car,0.444,14,1387,326,1424,361,,0.0,0,0,0,0,
174,car,0.632,18,1362,323,1399,358,,0.0,0,0,0,0,
175,bus,0.865,1,1260,257,1359,356,,0.0,0,0,0,0,
175,car,0.629,10,1426,323,1507,384,,0.0,0,0,0,0,
175,person,0.814,11,344,253,404,446,,0.0,0,0,0,0,
175,car,0.419,14,1387,326,1423,361,,0.0,0,0,0,0,
175,car,0.626,18,1360,324,1399,358,,0.0,0,0,0,0,
176,bus,0.862,1,1259,257,1358,356,,0.0,0,0,0,0,
176,car,0.633,10,1426,323,1506,384,,0.0,0,0,0,0,
176,person,0.828,11,346,254,406,445,,0.0,0,0,0,0,
176,car,0.412,14,1387,326,1423,360,,0.0,0,0,0,0,
176,car,0.641,18,1359,324,1399,358,,0.0,0,0,0,0,
177,bus,0.828,1,1259,256,1357,356,,0.0,0,0,0,0,
177,car,0.63,10,1426,323,1506,384,,0.0,0,0,0,0,
177,person,0.863,11,346,253,412,445,,0.0,0,0,0,0,
177,car,0.623,18,1358,324,1399,357,,0.0,0,0,0,0,
178,bus,0.791,1,1259,256,1356,356,,0.0,0,0,0,0,
178,car,0.623,10,1426,323,1505,384,,0.0,0,0,0,0,
178,person,0.837,11,346,252,418,446,,0.0,0,0,0,0,
178,car,0.604,18,1359,325,1399,358,,0.0,0,0,0,0,
179,bus,0.81,1,1259,256,1356,356,,0.0,0,0,0,0,
179,car,0.618,10,1426,323,1504,384,,0.0,0,0,0,0,
179,person,0.836,11,348,253,420,446,,0.0,0,0,0,0,
179,car,0.608,18,1360,325,1400,358,,0.0,0,0,0,0,
180,bus,0.775,1,1258,257,1355,355,,0.0,0,0,0,0,
180,car,0.622,10,1426,323,1503,383,,0.0,0,0,0,0,
180,person,0.826,11,349,254,422,446,,0.0,0,0,0,0,
180,car,0.555,18,1363,325,1400,358,,0.0,0,0,0,0,
180,car,0.402,14,1385,326,1422,360,,0.0,0,0,0,0,
181,bus,0.749,1,1256,257,1353,355,,0.0,0,0,0,0,
181,car,0.634,10,1426,324,1498,383,,0.0,0,0,0,0,
181,person,0.816,11,351,254,424,446,,0.0,0,0,0,0,
181,car,0.519,18,1367,325,1401,358,,0.0,0,0,0,0,
182,bus,0.755,1,1257,257,1352,355,,0.0,0,0,0,0,
182,car,0.648,10,1426,324,1495,383,,0.0,0,0,0,0,
182,person,0.815,11,355,255,428,444,,0.0,0,0,0,0,
182,car,0.493,18,1371,325,1401,358,,0.0,0,0,0,0,
183,bus,0.777,1,1257,258,1351,355,,0.0,0,0,0,0,
183,car,0.629,10,1426,324,1494,382,,0.0,0,0,0,0,
183,person,0.821,11,358,256,429,442,,0.0,0,0,0,0,
183,car,0.482,18,1372,325,1401,358,,0.0,0,0,0,0,
184,bus,0.767,1,1255,258,1351,354,,0.0,0,0,0,0,
184,car,0.634,10,1425,324,1493,382,,0.0,0,0,0,0,
184,person,0.846,11,363,256,430,441,,0.0,0,0,0,0,
184,car,0.469,18,1373,325,1402,358,,0.0,0,0,0,0,
185,bus,0.745,1,1253,258,1350,354,,0.0,0,0,0,0,
185,car,0.638,10,1425,324,1493,382,,0.0,0,0,0,0,
185,person,0.829,11,371,253,433,440,,0.0,0,0,0,0,
185,car,0.469,18,1373,326,1402,358,,0.0,0,0,0,0,
186,bus,0.771,1,1250,258,1350,354,,0.0,0,0,0,0,
186,car,0.636,10,1425,324,1493,382,,0.0,0,0,0,0,
186,person,0.838,11,377,252,439,438,,0.0,0,0,0,0,
186,car,0.473,18,1373,326,1402,358,,0.0,0,0,0,0,
187,bus,0.784,1,1250,258,1349,353,,0.0,0,0,0,0,
187,car,0.644,10,1425,324,1493,382,,0.0,0,0,0,0,
187,person,0.842,11,382,252,443,439,,0.0,0,0,0,0,
187,car,0.458,18,1373,326,1402,358,,0.0,0,0,0,0,
188,bus,0.807,1,1250,258,1348,353,,0.0,0,0,0,0,
188,car,0.636,10,1425,324,1493,382,,0.0,0,0,0,0,
188,person,0.862,11,386,254,446,437,,0.0,0,0,0,0,
188,car,0.47,18,1374,326,1402,358,,0.0,0,0,0,0,
189,bus,0.786,1,1249,258,1347,353,,0.0,0,0,0,0,
189,car,0.64,10,1425,324,1493,382,,0.0,0,0,0,0,
189,person,0.859,11,391,256,449,436,,0.0,0,0,0,0,
189,car,0.467,18,1374,326,1402,358,,0.0,0,0,0,0,
190,bus,0.788,1,1248,259,1346,352,,0.0,0,0,0,0,
190,car,0.638,10,1425,324,1493,382,,0.0,0,0,0,0,
190,person,0.818,11,393,258,457,437,,0.0,0,0,0,0,
190,car,0.447,18,1373,326,1402,358,,0.0,0,0,0,0,
191,bus,0.819,1,1247,259,1345,352,,0.0,0,0,0,0,
191,car,0.644,10,1425,324,1493,382,,0.0,0,0,0,0,
191,person,0.82,11,395,259,464,437,,0.0,0,0,0,0,
191,car,0.432,18,1373,326,1402,358,,0.0,0,0,0,0,
192,bus,0.85,1,1245,259,1344,352,,0.0,0,0,0,0,
192,car,0.625,10,1424,324,1492,381,,0.0,0,0,0,0,
192,person,0.82,11,397,259,467,437,,0.0,0,0,0,0,
192,car,0.417,18,1372,327,1401,358,,0.0,0,0,0,0,
193,bus,0.855,1,1243,259,1343,352,,0.0,0,0,0,0,
193,car,0.629,10,1425,324,1492,382,,0.0,0,0,0,0,
193,person,0.832,11,399,257,468,436,,0.0,0,0,0,0,
193,car,0.411,18,1372,327,1401,358,,0.0,0,0,0,0,
194,bus,0.87,1,1242,259,1341,352,,0.0,0,0,0,0,
194,car,0.631,10,1425,323,1492,382,,0.0,0,0,0,0,
194,person,0.809,11,401,256,470,436,,0.0,0,0,0,0,
194,car,0.407,18,1372,327,1401,358,,0.0,0,0,0,0,
195,bus,0.866,1,1243,259,1341,352,,0.0,0,0,0,0,
195,car,0.631,10,1425,323,1493,382,,0.0,0,0,0,0,
195,person,0.816,11,403,256,472,435,,0.0,0,0,0,0,
196,bus,0.837,1,1244,260,1339,352,,0.0,0,0,0,0,
196,car,0.629,10,1425,323,1493,382,,0.0,0,0,0,0,
196,person,0.794,11,406,257,474,436,,0.0,0,0,0,0,
197,bus,0.818,1,1244,261,1339,352,,0.0,0,0,0,0,
197,car,0.627,10,1425,323,1493,383,,0.0,0,0,0,0,
197,person,0.82,11,410,257,480,435,,0.0,0,0,0,0,
198,bus,0.818,1,1244,262,1337,352,,0.0,0,0,0,0,
198,car,0.625,10,1424,324,1493,382,,0.0,0,0,0,0,
198,person,0.828,11,413,257,483,434,,0.0,0,0,0,0,
199,bus,0.817,1,1242,262,1336,352,,0.0,0,0,0,0,
199,car,0.628,10,1424,324,1493,382,,0.0,0,0,0,0,
199,person,0.861,11,418,259,483,433,,0.0,0,0,0,0,
199,car,0.408,18,1371,327,1401,358,,0.0,0,0,0,0,
200,bus,0.796,1,1242,262,1336,352,,0.0,0,0,0,0,
200,car,0.631,10,1424,324,1493,381,,0.0,0,0,0,0,
200,person,0.847,11,424,260,483,433,,0.0,0,0,0,0,
201,bus,0.786,1,1242,262,1335,352,,0.0,0,0,0,0,
201,car,0.632,10,1425,323,1493,382,,0.0,0,0,0,0,
201,person,0.823,11,429,259,485,432,,0.0,0,0,0,0,
201,car,0.416,18,1370,327,1400,358,,0.0,0,0,0,0,
202,bus,0.777,1,1243,262,1334,352,,0.0,0,0,0,0,
202,car,0.631,10,1425,323,1493,383,,0.0,0,0,0,0,
202,person,0.797,11,432,257,486,431,,0.0,0,0,0,0,
202,car,0.414,18,1370,327,1400,358,,0.0,0,0,0,0,
203,bus,0.763,1,1244,262,1334,352,,0.0,0,0,0,0,
203,car,0.642,10,1425,323,1493,383,,0.0,0,0,0,0,
203,person,0.78,11,435,260,488,432,,0.0,0,0,0,0,
203,car,0.412,18,1371,327,1400,358,,0.0,0,0,0,0,
204,bus,0.688,1,1244,263,1334,351,,0.0,0,0,0,0,
204,car,0.622,10,1426,323,1494,383,,0.0,0,0,0,0,
204,person,0.809,11,436,260,489,432,,0.0,0,0,0,0,
204,car,0.427,18,1368,327,1400,358,,0.0,0,0,0,0,
205,bus,0.684,1,1244,263,1334,351,,0.0,0,0,0,0,
205,car,0.626,10,1426,324,1493,383,,0.0,0,0,0,0,
205,person,0.799,11,438,260,492,432,,0.0,0,0,0,0,
205,car,0.432,18,1364,327,1400,358,,0.0,0,0,0,0,
205,car,0.444,19,1342,326,1388,354,,0.0,0,0,0,0,
206,bus,0.74,1,1245,264,1332,351,,0.0,0,0,0,0,
206,car,0.628,10,1425,324,1493,382,,0.0,0,0,0,0,
206,person,0.791,11,438,261,494,431,,0.0,0,0,0,0,
206,car,0.449,18,1365,327,1399,358,,0.0,0,0,0,0,
206,car,0.433,19,1342,326,1387,353,,0.0,0,0,0,0,
207,bus,0.719,1,1245,264,1332,351,,0.0,0,0,0,0,
207,car,0.63,10,1426,324,1493,383,,0.0,0,0,0,0,
207,person,0.836,11,438,266,496,431,,0.0,0,0,0,0,
207,car,0.451,18,1365,327,1399,358,,0.0,0,0,0,0,
207,car,0.466,19,1342,326,1387,353,,0.0,0,0,0,0,
208,bus,0.674,1,1245,264,1332,351,,0.0,0,0,0,0,
208,car,0.628,10,1426,324,1494,383,,0.0,0,0,0,0,
208,person,0.837,11,439,267,499,431,,0.0,0,0,0,0,
208,car,0.457,18,1364,327,1399,358,,0.0,0,0,0,0,
208,car,0.463,19,1342,326,1387,353,,0.0,0,0,0,0,
209,bus,0.726,1,1245,264,1332,350,,0.0,0,0,0,0,
209,car,0.631,10,1427,324,1494,383,,0.0,0,0,0,0,
209,person,0.816,11,440,270,501,431,,0.0,0,0,0,0,
209,car,0.461,18,1363,327,1399,357,,0.0,0,0,0,0,
209,car,0.451,19,1342,326,1387,353,,0.0,0,0,0,0,
210,bus,0.718,1,1244,265,1334,350,,0.0,0,0,0,0,
210,car,0.621,10,1427,324,1495,383,,0.0,0,0,0,0,
210,person,0.828,11,443,269,506,431,,0.0,0,0,0,0,
210,car,0.464,18,1364,327,1399,358,,0.0,0,0,0,0,
210,car,0.459,19,1342,326,1386,353,,0.0,0,0,0,0,
211,bus,0.676,1,1242,265,1332,350,,0.0,0,0,0,0,
211,car,0.626,10,1427,324,1496,383,,0.0,0,0,0,0,
211,person,0.841,11,445,264,508,430,,0.0,0,0,0,0,
211,car,0.477,18,1364,327,1399,358,,0.0,0,0,0,0,
211,car,0.469,19,1342,326,1385,353,,0.0,0,0,0,0,
212,bus,0.676,1,1242,265,1330,350,,0.0,0,0,0,0,
212,car,0.63,10,1427,324,1497,383,,0.0,0,0,0,0,
212,person,0.838,11,451,261,512,428,,0.0,0,0,0,0,
212,car,0.476,18,1364,327,1399,358,,0.0,0,0,0,0,
212,car,0.479,19,1341,326,1384,353,,0.0,0,0,0,0,
213,bus,0.731,1,1242,265,1327,350,,0.0,0,0,0,0,
213,car,0.636,10,1427,323,1500,384,,0.0,0,0,0,0,
213,person,0.818,11,457,260,515,429,,0.0,0,0,0,0,
213,car,0.49,18,1366,327,1400,358,,0.0,0,0,0,0,
213,car,0.46,19,1341,326,1385,353,,0.0,0,0,0,0,
214,bus,0.726,1,1243,265,1326,349,,0.0,0,0,0,0,
214,car,0.63,10,1427,323,1500,383,,0.0,0,0,0,0,
214,person,0.807,11,462,258,518,430,,0.0,0,0,0,0,
214,car,0.48,18,1366,327,1399,358,,0.0,0,0,0,0,
214,car,0.483,19,1341,326,1384,353,,0.0,0,0,0,0,
215,bus,0.754,1,1243,265,1332,349,,0.0,0,0,0,0,
215,car,0.635,10,1427,323,1499,383,,0.0,0,0,0,0,
215,person,0.842,11,466,259,520,428,,0.0,0,0,0,0,
215,car,0.469,18,1368,327,1400,358,,0.0,0,0,0,0,
215,car,0.473,19,1340,326,1380,353,,0.0,0,0,0,0,
